1, none, minecraft:the_void, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
2869, none, minecraft:small_end_islands, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
2870, none, minecraft:small_end_islands, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
2871, none, minecraft:small_end_islands, MONSTER, born_in_chaos_v1:dark_vortex, 12, 1, 1
2872, none, minecraft:small_end_islands, MONSTER, born_in_chaos_v1:corpse_fly, 15, 1, 3
2873, none, minecraft:small_end_islands, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
2874, none, minecraft:small_end_islands, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
2875, none, minecraft:small_end_islands, MONSTER, born_in_chaos_v1:zombie_lumberjack, 20, 1, 1
2876, none, minecraft:small_end_islands, MONSTER, unusualend:undead_enderling, 10, 1, 2
2877, none, minecraft:small_end_islands, MONSTER, born_in_chaos_v1:bloody_gadfly, 16, 1, 1
2878, none, minecraft:small_end_islands, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
2879, none, minecraft:small_end_islands, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
2880, none, minecraft:small_end_islands, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
2881, none, minecraft:small_end_islands, MONSTER, endermanoverhaul:end_enderman, 10, 1, 2
2882, none, minecraft:small_end_islands, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
2883, none, minecraft:small_end_islands, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
2884, none, minecraft:small_end_islands, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
2885, none, minecraft:small_end_islands, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
2886, none, minecraft:small_end_islands, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
2887, none, minecraft:small_end_islands, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
2888, none, minecraft:small_end_islands, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
2889, none, minecraft:small_end_islands, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
2890, none, minecraft:end_barrens, MONSTER, minecraft:enderman, 5, 4, 4
2891, none, minecraft:end_barrens, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
2892, none, minecraft:end_barrens, MONSTER, born_in_chaos_v1:bonescaller, 11, 1, 1
2893, none, minecraft:end_barrens, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
2894, none, minecraft:end_barrens, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
2895, none, minecraft:end_barrens, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
2896, none, minecraft:end_barrens, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
2897, none, minecraft:end_barrens, MONSTER, born_in_chaos_v1:zombie_bruiser, 16, 1, 1
2898, none, minecraft:end_barrens, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
2899, none, minecraft:end_barrens, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
2900, none, minecraft:end_barrens, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
2901, none, minecraft:end_barrens, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
2902, none, minecraft:end_barrens, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
2903, none, minecraft:end_barrens, MONSTER, born_in_chaos_v1:decrepit_skeleton, 45, 1, 1
2904, none, minecraft:end_barrens, MONSTER, born_in_chaos_v1:missioner, 10, 1, 1
2905, none, minecraft:end_barrens, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
2906, none, minecraft:end_barrens, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
2907, none, minecraft:end_barrens, MONSTER, born_in_chaos_v1:dark_vortex, 12, 1, 1
2908, none, minecraft:end_barrens, MONSTER, born_in_chaos_v1:corpse_fly, 15, 1, 3
2909, none, minecraft:end_barrens, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
2910, none, minecraft:end_barrens, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
2911, none, minecraft:end_barrens, MONSTER, born_in_chaos_v1:zombie_lumberjack, 20, 1, 1
2912, none, minecraft:end_barrens, MONSTER, unusualend:undead_enderling, 10, 1, 2
2913, none, minecraft:end_barrens, MONSTER, born_in_chaos_v1:bloody_gadfly, 16, 1, 1
2914, none, minecraft:end_barrens, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
2915, none, minecraft:end_barrens, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
2916, none, minecraft:end_barrens, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
2917, none, minecraft:end_barrens, MONSTER, endermanoverhaul:end_enderman, 10, 1, 2
2918, none, minecraft:end_barrens, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
2919, none, minecraft:end_barrens, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
2920, none, minecraft:end_barrens, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
2921, none, minecraft:end_barrens, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
2922, none, minecraft:end_barrens, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
2923, none, minecraft:end_barrens, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
2924, none, minecraft:end_barrens, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
2925, none, minecraft:end_barrens, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
2926, swamp, hexerei:willow_swamp, MONSTER, minecraft:spider, 80, 4, 4
2927, swamp, hexerei:willow_swamp, MONSTER, minecraft:zombie, 80, 4, 4
2928, swamp, hexerei:willow_swamp, MONSTER, minecraft:zombie_villager, 10, 1, 1
2929, swamp, hexerei:willow_swamp, MONSTER, minecraft:skeleton, 80, 4, 4
2930, swamp, hexerei:willow_swamp, MONSTER, minecraft:creeper, 80, 4, 4
2931, swamp, hexerei:willow_swamp, MONSTER, minecraft:slime, 80, 4, 4
2932, swamp, hexerei:willow_swamp, MONSTER, minecraft:witch, 5, 1, 1
2933, swamp, hexerei:willow_swamp, MONSTER, minecraft:slime, 10, 1, 1
2934, swamp, hexerei:willow_swamp, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
2935, swamp, hexerei:willow_swamp, MONSTER, born_in_chaos_v1:bonescaller, 11, 1, 1
2936, swamp, hexerei:willow_swamp, MONSTER, endermanoverhaul:swamp_enderman, 10, 1, 4
2937, swamp, hexerei:willow_swamp, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
2938, swamp, hexerei:willow_swamp, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
2939, swamp, hexerei:willow_swamp, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
2940, swamp, hexerei:willow_swamp, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
2941, swamp, hexerei:willow_swamp, MONSTER, endermanoverhaul:cave_enderman, 10, 1, 4
2942, swamp, hexerei:willow_swamp, MONSTER, born_in_chaos_v1:zombie_bruiser, 16, 1, 1
2943, swamp, hexerei:willow_swamp, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
2944, swamp, hexerei:willow_swamp, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
2945, swamp, hexerei:willow_swamp, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
2946, swamp, hexerei:willow_swamp, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
2947, swamp, hexerei:willow_swamp, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
2948, swamp, hexerei:willow_swamp, MONSTER, born_in_chaos_v1:decrepit_skeleton, 45, 1, 1
2949, swamp, hexerei:willow_swamp, MONSTER, born_in_chaos_v1:missioner, 10, 1, 1
2950, swamp, hexerei:willow_swamp, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
2951, swamp, hexerei:willow_swamp, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
2952, swamp, hexerei:willow_swamp, MONSTER, born_in_chaos_v1:dark_vortex, 12, 1, 1
2953, swamp, hexerei:willow_swamp, MONSTER, born_in_chaos_v1:corpse_fly, 15, 1, 3
2954, swamp, hexerei:willow_swamp, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
2955, swamp, hexerei:willow_swamp, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
2956, swamp, hexerei:willow_swamp, MONSTER, born_in_chaos_v1:zombie_lumberjack, 20, 1, 1
2957, swamp, hexerei:willow_swamp, MONSTER, born_in_chaos_v1:bloody_gadfly, 16, 1, 1
2958, swamp, hexerei:willow_swamp, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
2959, swamp, hexerei:willow_swamp, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
2960, swamp, hexerei:willow_swamp, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
2961, swamp, hexerei:willow_swamp, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
2962, swamp, hexerei:willow_swamp, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
2963, swamp, hexerei:willow_swamp, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
2964, swamp, hexerei:willow_swamp, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
2965, swamp, hexerei:willow_swamp, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
2966, swamp, hexerei:willow_swamp, CREATURE, minecraft:sheep, 12, 4, 4
2967, swamp, hexerei:willow_swamp, CREATURE, minecraft:pig, 10, 4, 4
2968, swamp, hexerei:willow_swamp, CREATURE, minecraft:chicken, 10, 4, 4
2969, swamp, hexerei:willow_swamp, CREATURE, minecraft:cow, 10, 4, 4
2970, swamp, hexerei:willow_swamp, CREATURE, minecraft:frog, 10, 2, 5
2971, swamp, hexerei:willow_swamp, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
2972, swamp, hexerei:willow_swamp, AMBIENT, minecraft:bat, 10, 8, 8
2973, swamp, hexerei:willow_swamp, AMBIENT, minecraft:bat, 10, 8, 8
2974, swamp, hexerei:willow_swamp, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2975, swamp, hexerei:willow_swamp, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2976, swamp, hexerei:willow_swamp, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
2977, swamp, hexerei:willow_swamp, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
2978, none, deeperdarker:deeplands, MONSTER, deeperdarker:sculk_centipede, 10, 1, 4
2979, none, deeperdarker:deeplands, MONSTER, deeperdarker:sculk_snapper, 11, 3, 6
2980, none, deeperdarker:deeplands, MONSTER, minecraft:phantom, 10, 1, 2
2981, none, deeperdarker:deeplands, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
2982, none, deeperdarker:deeplands, MONSTER, born_in_chaos_v1:bonescaller, 11, 1, 1
2983, none, deeperdarker:deeplands, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
2984, none, deeperdarker:deeplands, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
2985, none, deeperdarker:deeplands, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
2986, none, deeperdarker:deeplands, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
2987, none, deeperdarker:deeplands, MONSTER, born_in_chaos_v1:zombie_bruiser, 16, 1, 1
2988, none, deeperdarker:deeplands, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
2989, none, deeperdarker:deeplands, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
2990, none, deeperdarker:deeplands, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
2991, none, deeperdarker:deeplands, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
2992, none, deeperdarker:deeplands, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
2993, none, deeperdarker:deeplands, MONSTER, born_in_chaos_v1:decrepit_skeleton, 45, 1, 1
2994, none, deeperdarker:deeplands, MONSTER, born_in_chaos_v1:missioner, 10, 1, 1
2995, none, deeperdarker:deeplands, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
2996, none, deeperdarker:deeplands, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
2997, none, deeperdarker:deeplands, MONSTER, born_in_chaos_v1:dark_vortex, 12, 1, 1
2998, none, deeperdarker:deeplands, MONSTER, born_in_chaos_v1:corpse_fly, 15, 1, 3
2999, none, deeperdarker:deeplands, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
3000, none, deeperdarker:deeplands, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
3001, none, deeperdarker:deeplands, MONSTER, born_in_chaos_v1:zombie_lumberjack, 20, 1, 1
3002, none, deeperdarker:deeplands, MONSTER, born_in_chaos_v1:bloody_gadfly, 16, 1, 1
3003, none, deeperdarker:deeplands, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
3004, none, deeperdarker:deeplands, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
3005, none, deeperdarker:deeplands, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
3006, none, deeperdarker:deeplands, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
3007, none, deeperdarker:deeplands, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
3008, none, deeperdarker:deeplands, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
3009, none, deeperdarker:deeplands, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
3010, none, deeperdarker:deeplands, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
3011, none, deeperdarker:deeplands, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
3012, none, deeperdarker:deeplands, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
3013, none, deeperdarker:deeplands, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
3014, none, deeperdarker:echoing_forest, MONSTER, deeperdarker:sculk_snapper, 10, 1, 2
3015, none, deeperdarker:echoing_forest, MONSTER, deeperdarker:shattered, 17, 2, 5
3016, none, deeperdarker:echoing_forest, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
3017, none, deeperdarker:echoing_forest, MONSTER, born_in_chaos_v1:bonescaller, 11, 1, 1
3018, none, deeperdarker:echoing_forest, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
3019, none, deeperdarker:echoing_forest, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
3020, none, deeperdarker:echoing_forest, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
3021, none, deeperdarker:echoing_forest, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
3022, none, deeperdarker:echoing_forest, MONSTER, born_in_chaos_v1:zombie_bruiser, 16, 1, 1
3023, none, deeperdarker:echoing_forest, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
3024, none, deeperdarker:echoing_forest, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
3025, none, deeperdarker:echoing_forest, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
3026, none, deeperdarker:echoing_forest, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
3027, none, deeperdarker:echoing_forest, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
3028, none, deeperdarker:echoing_forest, MONSTER, born_in_chaos_v1:decrepit_skeleton, 45, 1, 1
3029, none, deeperdarker:echoing_forest, MONSTER, born_in_chaos_v1:missioner, 10, 1, 1
3030, none, deeperdarker:echoing_forest, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
3031, none, deeperdarker:echoing_forest, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
3032, none, deeperdarker:echoing_forest, MONSTER, born_in_chaos_v1:dark_vortex, 12, 1, 1
3033, none, deeperdarker:echoing_forest, MONSTER, born_in_chaos_v1:corpse_fly, 15, 1, 3
3034, none, deeperdarker:echoing_forest, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
3035, none, deeperdarker:echoing_forest, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
3036, none, deeperdarker:echoing_forest, MONSTER, born_in_chaos_v1:zombie_lumberjack, 20, 1, 1
3037, none, deeperdarker:echoing_forest, MONSTER, born_in_chaos_v1:bloody_gadfly, 16, 1, 1
3038, none, deeperdarker:echoing_forest, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
3039, none, deeperdarker:echoing_forest, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
3040, none, deeperdarker:echoing_forest, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
3041, none, deeperdarker:echoing_forest, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
3042, none, deeperdarker:echoing_forest, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
3043, none, deeperdarker:echoing_forest, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
3044, none, deeperdarker:echoing_forest, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
3045, none, deeperdarker:echoing_forest, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
3046, none, deeperdarker:echoing_forest, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
3047, none, deeperdarker:echoing_forest, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
3048, none, deeperdarker:echoing_forest, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
3049, none, deeperdarker:overcast_columns, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
3050, none, deeperdarker:overcast_columns, MONSTER, born_in_chaos_v1:bonescaller, 11, 1, 1
3051, none, deeperdarker:overcast_columns, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
3052, none, deeperdarker:overcast_columns, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
3053, none, deeperdarker:overcast_columns, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
3054, none, deeperdarker:overcast_columns, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
3055, none, deeperdarker:overcast_columns, MONSTER, born_in_chaos_v1:zombie_bruiser, 16, 1, 1
3056, none, deeperdarker:overcast_columns, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
3057, none, deeperdarker:overcast_columns, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
3058, none, deeperdarker:overcast_columns, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
3059, none, deeperdarker:overcast_columns, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
3060, none, deeperdarker:overcast_columns, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
3061, none, deeperdarker:overcast_columns, MONSTER, born_in_chaos_v1:decrepit_skeleton, 45, 1, 1
3062, none, deeperdarker:overcast_columns, MONSTER, born_in_chaos_v1:missioner, 10, 1, 1
3063, none, deeperdarker:overcast_columns, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
3064, none, deeperdarker:overcast_columns, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
3065, none, deeperdarker:overcast_columns, MONSTER, born_in_chaos_v1:dark_vortex, 12, 1, 1
3066, none, deeperdarker:overcast_columns, MONSTER, born_in_chaos_v1:corpse_fly, 15, 1, 3
3067, none, deeperdarker:overcast_columns, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
3068, none, deeperdarker:overcast_columns, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
3069, none, deeperdarker:overcast_columns, MONSTER, born_in_chaos_v1:zombie_lumberjack, 20, 1, 1
3070, none, deeperdarker:overcast_columns, MONSTER, born_in_chaos_v1:bloody_gadfly, 16, 1, 1
3071, none, deeperdarker:overcast_columns, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
3072, none, deeperdarker:overcast_columns, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
3073, none, deeperdarker:overcast_columns, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
3074, none, deeperdarker:overcast_columns, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
3075, none, deeperdarker:overcast_columns, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
3076, none, deeperdarker:overcast_columns, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
3077, none, deeperdarker:overcast_columns, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
3078, none, deeperdarker:overcast_columns, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
3079, none, deeperdarker:overcast_columns, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
3080, none, deeperdarker:overcast_columns, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
3081, none, deeperdarker:overcast_columns, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
3082, none, terrablender:deferred_placeholder, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
3083, none, terrablender:deferred_placeholder, MONSTER, born_in_chaos_v1:bonescaller, 11, 1, 1
3084, none, terrablender:deferred_placeholder, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
3085, none, terrablender:deferred_placeholder, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
3086, none, terrablender:deferred_placeholder, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
3087, none, terrablender:deferred_placeholder, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
3088, none, terrablender:deferred_placeholder, MONSTER, born_in_chaos_v1:zombie_bruiser, 16, 1, 1
3089, none, terrablender:deferred_placeholder, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
3090, none, terrablender:deferred_placeholder, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
3091, none, terrablender:deferred_placeholder, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
3092, none, terrablender:deferred_placeholder, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
3093, none, terrablender:deferred_placeholder, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
3094, none, terrablender:deferred_placeholder, MONSTER, born_in_chaos_v1:decrepit_skeleton, 45, 1, 1
3095, none, terrablender:deferred_placeholder, MONSTER, born_in_chaos_v1:missioner, 10, 1, 1
3096, none, terrablender:deferred_placeholder, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
3097, none, terrablender:deferred_placeholder, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
3098, none, terrablender:deferred_placeholder, MONSTER, born_in_chaos_v1:dark_vortex, 12, 1, 1
3099, none, terrablender:deferred_placeholder, MONSTER, born_in_chaos_v1:corpse_fly, 15, 1, 3
3100, none, terrablender:deferred_placeholder, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
3101, none, terrablender:deferred_placeholder, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
3102, none, terrablender:deferred_placeholder, MONSTER, born_in_chaos_v1:zombie_lumberjack, 20, 1, 1
3103, none, terrablender:deferred_placeholder, MONSTER, born_in_chaos_v1:bloody_gadfly, 16, 1, 1
3104, none, terrablender:deferred_placeholder, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
3105, none, terrablender:deferred_placeholder, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
3106, none, terrablender:deferred_placeholder, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
3107, none, terrablender:deferred_placeholder, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
3108, none, terrablender:deferred_placeholder, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
3109, none, terrablender:deferred_placeholder, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
3110, none, terrablender:deferred_placeholder, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
3111, none, terrablender:deferred_placeholder, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
3112, none, terrablender:deferred_placeholder, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
3113, none, terrablender:deferred_placeholder, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
3114, none, terrablender:deferred_placeholder, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
3115, forest, regions_unexplored:autumnal_maple_forest, MONSTER, minecraft:spider, 80, 4, 4
3116, forest, regions_unexplored:autumnal_maple_forest, MONSTER, minecraft:zombie, 80, 4, 4
3117, forest, regions_unexplored:autumnal_maple_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
3118, forest, regions_unexplored:autumnal_maple_forest, MONSTER, minecraft:skeleton, 80, 4, 4
3119, forest, regions_unexplored:autumnal_maple_forest, MONSTER, minecraft:creeper, 80, 4, 4
3120, forest, regions_unexplored:autumnal_maple_forest, MONSTER, minecraft:slime, 80, 4, 4
3121, forest, regions_unexplored:autumnal_maple_forest, MONSTER, minecraft:enderman, 5, 1, 4
3122, forest, regions_unexplored:autumnal_maple_forest, MONSTER, minecraft:witch, 5, 1, 1
3123, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
3124, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:bonescaller, 11, 1, 1
3125, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
3126, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
3127, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
3128, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
3129, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:zombie_bruiser, 16, 1, 1
3130, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
3131, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
3132, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
3133, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
3134, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
3135, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:decrepit_skeleton, 45, 1, 1
3136, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:missioner, 10, 1, 1
